,Unnamed: 0,index,tweet_text,emotion_in_tweet_is_directed_at,label,tweet_text_cln,alt_label,class,pred_label,pred_scores
116,5506,5506,RT @mention At #sxsw with an iPhone? Use FREE iSpyArt App to send your photos of the #artallaround to @mention {link},,No emotion toward brand or product,RT At with an iPhone? Use FREE iSpyArt App to send your photos of the to {link},NEU,1,POS,0.5409040451049805
117,4620,4620,Interesting talk on web fonts by Google guy #sxsw,,No emotion toward brand or product,Interesting talk on web fonts by Google guy,NEU,1,POS,0.9742711186408995
118,166,166,Anyone at #sxsw want to make a quick hundred dollars? New #ipad2 from ad hoc apple store here gets hundred plus cost!,iPad,Positive emotion,Anyone at want to make a quick hundred dollars? New from ad hoc apple store here gets hundred plus cost!,POS,2,NEU,0.5604436993598938
119,3369,3369,"A busdev guy come to #Ipad2 line and ask where wr from, what we feel about ipad2, have o good discussion about iads #apple #crazyco #sxsw",iPad,Positive emotion,"A busdev guy come to line and ask where wr from, what we feel about ipad2, have o good discussion about iads",POS,2,POS,0.8123112916946411
120,1163,1163,Z27: I Am the Law {link} [codes valid: 4:00-7:59:59p 03/13/11] #infektd #sxsw #zlf,,No emotion toward brand or product,Z27: I Am the Law {link} [codes valid: 4:00-7:59:59p 03/13/11],NEU,1,NEU,0.9413914084434508
121,6027,6027,RT @mention Holla! RT @mention At google party. Best ever! Get your butt over here. #sxsw,Google,Positive emotion,RT Holla! RT At google party. Best ever! Get your butt over here.,POS,2,POS,0.9914319515228271
122,1097,1097,We've got some exciting things that we'll be showing off at #SXSW this year: including drag and drop store management on your iPhone,iPhone,Positive emotion,We've got some exciting things that we'll be showing off at this year: including drag and drop store management on your iPhone,POS,2,POS,0.9906444549560548
123,3096,3096,Android developers and friends: let's hang out 12:30p Saturday at #sxsw: {link} RT for your fellow Andro-nerds.,,No emotion toward brand or product,Android developers and friends: let's hang out 12:30p Saturday at {link} RT for your fellow Andro-nerds.,NEU,1,POS,0.685627818107605
124,8149,8149,Massive #sxsw fail to run out of #iPad2 @mention Should have had a semi full parked out front! #justsayin {link},,Negative emotion,Massive fail to run out of Should have had a semi full parked out front! {link},NEG,0,NEG,0.9659138321876526
125,7047,7047,So many Google products. isn't it time to  transition them down the chain and into  features? But features of what product? #SXSW,Other Google product or service,Positive emotion,So many Google products. isn't it time to transition them down the chain and into features? But features of what product?,POS,2,NEU,0.8381344079971313
126,3841,3841,#Google Circles - the search engine's social network to be released soon? #SXSW seem to think so. My blog: {link} #socialmedia,,No emotion toward brand or product,Circles - the search engine's social network to be released soon? seem to think so. My blog: {link},NEU,1,NEU,0.913579761981964
127,4878,4878,So went to the Apple Store (Kingston) as friends at #sxsw have new iPad's ... so got something to cheer myself up :) {link},iPad,Positive emotion,So went to the Apple Store (Kingston) as friends at have new iPad's ... so got something to cheer myself up :) {link},POS,2,POS,0.9815572500228882
128,5585,5585,RT @mention Building a custom Android home screen for #sxsw #SXSWi stuff. Any other must haves? {link},,No emotion toward brand or product,RT Building a custom Android home screen for stuff. Any other must haves? {link},NEU,1,POS,0.5050726532936096
129,7397,7397,"#tech #Apple Opening Pop-Up Store in Austin for #SXSW Geekfest [Apple]: Our #Brian_Lam, and the thousands... {link} #technology",,No emotion toward brand or product,Opening Pop-Up Store in Austin for Geekfest [Apple]: Our and the thousands... {link},NEU,1,NEU,0.712522029876709
130,4118,4118,From #Apple to #Naomi Campbell: pop-up stores are all the rage: {link} #sxsw,,No emotion toward brand or product,From to Campbell: pop-up stores are all the rage: {link},NEU,1,NEG,0.96953547000885
131,4270,4270,Google's Marissa Mayer extolling coolness of Google Mobile Maps v 5.2 &quot;Mobile surpassed desktop usage 4 1st time this year.&quot; #sxsw #sxswi,,No emotion toward brand or product,Google's Marissa Mayer extolling coolness of Google Mobile Maps v 5.2 &quot;Mobile surpassed desktop usage 4 1st time this year.&quot;,NEU,1,POS,0.8859856724739075
132,1044,1044,"ÛÏ@mention RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxswÛ",,No emotion toward brand or product,"ÛÏ@mention RT Google to Launch Major New Social Network Called Circles, Possibly Today {link}",NEU,1,NEU,0.8425429463386536
133,4446,4446,30 million people go to Google every month to get doctor information. #vitalscom #sxsw,,No emotion toward brand or product,30 million people go to Google every month to get doctor information.,NEU,1,NEU,0.6995093822479248
134,3630,3630,@mention If you didn't know about this: Google Developer Day at SXSW {link} #austin #sxsw @mention,,No emotion toward brand or product,If you didn't know about this: Google Developer Day at SXSW {link},NEU,1,NEU,0.7093207240104675
135,8141,8141,@mention Sweet 8-bit pic. Are you an artist? www.zaggle.org is having an #art contest for our #iPhone app Check it out We'll be at #SXSW,,No emotion toward brand or product,Sweet 8-bit pic. Are you an artist? www.zaggle.org is having an contest for our app Check it out We'll be at,NEU,1,POS,0.8157317042350769
136,7847,7847,iPad 2 has been purchased. It's 90 and sunny.  Tan. 4square. So far so good at #SXSW.,iPad,Positive emotion,iPad 2 has been purchased. It's 90 and sunny. Tan. 4square. So far so good at,POS,2,POS,0.9766607880592346
137,8485,8485,"#sxsw
Austin Apple store security guard enjoying the new ipad2",,No emotion toward brand or product,Austin Apple store security guard enjoying the new ipad2,NEU,1,POS,0.947904407978058
138,5349,5349,"RT @mention 12:30pm, Hilton 615AB, at #sxsw: RT @mention Who is going to the Android Developers Meetup? I'm looking forward to meeting @mention",,No emotion toward brand or product,"RT 12:30pm, Hilton 615AB, at RT Who is going to the Android Developers Meetup? I'm looking forward to meeting",NEU,1,POS,0.9206793904304504
139,938,938,".@mention of @mention on manufacturing serendipity- &quot;Having access to more information makes us more curious, not less&quot; #SXSW",,No emotion toward brand or product,".@mention of on manufacturing serendipity- &quot;Having access to more information makes us more curious, not less&quot;",NEU,1,NEU,0.7214771509170532
140,1822,1822,That was a hoax then. RT @mention &quot;We're not launching any products at #SXSW but we're doing plenty else.  {link},,No emotion toward brand or product,That was a hoax then. RT &quot;We're not launching any products at but we're doing plenty else. {link},NEU,1,NEU,0.5652695298194885
141,2224,2224,Marissa Mayer: #Google Will Connect the Digital &amp; Physical Worlds Through Mobile {link} #SXSW #SXSWi,,No emotion toward brand or product,Marissa Mayer: Will Connect the Digital &amp; Physical Worlds Through Mobile {link},NEU,1,POS,0.5449256300926208
142,4382,4382,What are my #Seattle #SXSW peeps up to today? Replacement iPhone in hand - I'm back in action!,iPhone,Positive emotion,What are my peeps up to today? Replacement iPhone in hand - I'm back in action!,POS,2,POS,0.9629366397857666
143,4436,4436,Mike Tyson is signing autographs to promote an iphone boxing game. Oh how the mighty have fallen #SXSWi #SXSW #:-(,,No emotion toward brand or product,Mike Tyson is signing autographs to promote an iphone boxing game. Oh how the mighty have fallen,NEU,1,NEU,0.5816211700439453
144,1325,1325,Flipboard will launch iPhone app before working on experiences for other tablets #sxsw,,No emotion toward brand or product,Flipboard will launch iPhone app before working on experiences for other tablets,NEU,1,NEU,0.7297114729881287
145,7709,7709,Cool Internet art: Google will eat itself. Google ads revenue used  to buy google stock. #sxsw,Google,Positive emotion,Cool Internet art: Google will eat itself. Google ads revenue used to buy google stock.,POS,2,NEU,0.5877758860588074
146,7505,7505,OOPS!  copy/paste malfunction on the last tweet for @mention free #SXSW shuttle.  Correct link {link},,No emotion toward brand or product,OOPS! copy/paste malfunction on the last tweet for free shuttle. Correct link {link},NEU,1,NEU,0.6778427958488464
147,6199,6199,RT @mention Just a friendly reminder for #SXSW attendees: If you talk or text during a film I will slap you &amp; steal your iPad.,,No emotion toward brand or product,RT Just a friendly reminder for attendees: If you talk or text during a film I will slap you &amp; steal your iPad.,NEU,1,NEG,0.9724783301353456
148,963,963,USA Today on iPad: makes good use of digital shortcuts while still looking like a newspaper. @mention #tapworthy #sxsw,iPad,Positive emotion,USA Today on iPad: makes good use of digital shortcuts while still looking like a newspaper.,POS,2,POS,0.6925843954086304
149,3441,3441,Line at the Apple store is insane.. #sxsw,,No emotion toward brand or product,Line at the Apple store is insane..,NEU,1,NEG,0.6929394006729126
150,8008,8008,"Just finished up a long day... and, ready to do it again tomorrow! Starting with @mention event and ending with the #cupcake #social #sxsw",,No emotion toward brand or product,"Just finished up a long day... and, ready to do it again tomorrow! Starting with event and ending with the",NEU,1,POS,0.739456295967102
151,2645,2645,#sxsw five faces buried in iphone social apps while standing at a bar...yet having a great time.  I wouldn't believe it if I hadnt lived it.,,No emotion toward brand or product,five faces buried in iphone social apps while standing at a bar...yet having a great time. I wouldn't believe it if I hadnt lived it.,NEU,1,POS,0.9067675471305848
152,2508,2508,Woah.  Dude at #sxsw gets branded tattoo in exchange for iPad.  No really. {link} @mention,,No emotion toward brand or product,Woah. Dude at gets branded tattoo in exchange for iPad. No really. {link},NEU,1,NEU,0.7820946574211121
153,9036,9036,"@mention Yes, that's why I favorited it! I want to win. I need to win. doo dah doo dah. :D #pushio #sxsw #ipad",iPad,Positive emotion,"Yes, that's why I favorited it! I want to win. I need to win. doo dah doo dah. :D",POS,2,POS,0.958856761455536
154,8489,8489,Google Latina and see what you find? Porn...this is the first impression that people get about us? #latism #sxsw #sxswLatAm #LatinasInTechÛ,,No emotion toward brand or product,Google Latina and see what you find? Porn...this is the first impression that people get about us?,NEU,1,NEG,0.7103119492530823
155,1815,1815,Just got a free iPhone charger. Someone came up to me and gave me one randomly. I love #sxsw!,iPhone,Positive emotion,Just got a free iPhone charger. Someone came up to me and gave me one randomly. I love,POS,2,POS,0.9891279339790344
156,8072,8072,What a dissapointment!!! RT @mention New #UberSocial for #iPhone now in the App Store includes UberGuide to #SXSW sponsored by (contÛ_,iPad or iPhone App,Negative emotion,What a dissapointment!!! RT New for now in the App Store includes UberGuide to sponsored by (contÛ_,NEG,0,NEG,0.9755588173866272
157,2117,2117,"Got my flask &amp; my iPad . Yes,  I'm sitting on 9th st waiting for AICN screening. #sxsw #prepared # ILoveaSurprise {link}",iPad,Positive emotion,"Got my flask &amp; my iPad . Yes, I'm sitting on 9th st waiting for AICN screening. ILoveaSurprise {link}",POS,2,POS,0.9899696707725524
158,6693,6693,RT @mention Style X &amp; @mention - brethren #SXSW pop-ups! ://m.theatlantic.com/technology/archive/2011/03/apple-sets-up-temporary-megastore-at-sxsw/72296/,,No emotion toward brand or product,RT Style X &amp; - brethren pop-ups! ://m.theatlantic.com/technology/archive/2011/03/apple-sets-up-temporary-megastore-at-sxsw/72296/,NEU,1,POS,0.9156973361968994
159,477,477,"Before It Even Begins, Apple Wins SXSW {link} #apple #ipad2 #SXSW #TC",Apple,Positive emotion,"Before It Even Begins, Apple Wins SXSW {link}",POS,2,POS,0.8744698166847229
160,2270,2270,Hey #nerdbird crew - grab our app and snap some freak pics! {link} #SXSW,,No emotion toward brand or product,Hey crew - grab our app and snap some freak pics! {link},NEU,1,POS,0.9105732440948486
161,2078,2078,I just heard that iPads are sold out (except for a few) at Apple pop-up store #sxsw True?,,No emotion toward brand or product,I just heard that iPads are sold out (except for a few) at Apple pop-up store True?,NEU,1,NEU,0.7754102349281311
162,8941,8941,"Getting excited to present *Spark at Team android choice awards #sxsw doors open in 20 min @mention lustre pearl. If you're here, come cheer us on!",,No emotion toward brand or product,"Getting excited to present *Spark at Team android choice awards doors open in 20 min lustre pearl. If you're here, come cheer us on!",NEU,1,POS,0.9906154870986938
163,7562,7562,"SXSW Interactive: GoogleÛªs Mobile Future, &amp; Elusive Û÷Power of HereÛª - @mention @mention - #sxsw #google #mobile - {link}",,Positive emotion,"SXSW Interactive: GoogleÛªs Mobile Future, &amp; Elusive Û÷Power of HereÛª - - - {link}",POS,2,POS,0.7505581974983215
164,5959,5959,RT @mention Hand-Held Û÷HoboÛª: Drafthouse launches Û÷Hobo With a ShotgunÛª iPhone app #SXSW {link},iPad or iPhone App,Positive emotion,RT Hand-Held Û÷HoboÛª: Drafthouse launches Û÷Hobo With a ShotgunÛª iPhone app {link},POS,2,NEU,0.97096586227417
165,6386,6386,RT @mention Note to self: never try to convince a person how useful Twitter is on a day featuring both #SXSW &amp; Apple product release.,,No emotion toward brand or product,RT Note to self: never try to convince a person how useful Twitter is on a day featuring both &amp; Apple product release.,NEU,1,NEU,0.6506670117378235
166,2609,2609,"Any Google Analytics and DFP experts at #SXSW? Would love some insight on managing DFP campaigns, ad management/measurement. DM me! #HISXSW",Google,Positive emotion,"Any Google Analytics and DFP experts at Would love some insight on managing DFP campaigns, ad management/measurement. DM me!",POS,2,POS,0.8143485188484192
167,2477,2477,Don't need to charge at #sxsw if you're talking in the sun with your iphone: {link} boom!,iPhone,No emotion toward brand or product,Don't need to charge at if you're talking in the sun with your iphone: {link} boom!,NEU,1,NEU,0.9122215509414672
168,1365,1365,@mention - re: &quot;lack of #SXSW newsworthy announcements&quot;. Unless you count Google Circles. :) #googlecircles,,Positive emotion,- re: &quot;lack of newsworthy announcements&quot;. Unless you count Google Circles. :),POS,2,NEG,0.6980603337287903
169,6896,6896,RT @mention We're not launching any products @mention #SXSW. We're doing plenty else. Join us 4 #H4ckers &amp; 80s dancing 2day {link},,No emotion toward brand or product,RT We're not launching any products We're doing plenty else. Join us 4 &amp; 80s dancing 2day {link},NEU,1,POS,0.764329731464386
170,2714,2714,"#SXSW Come see Bitbop in Austin #gdgtaustin at the PureVolume House
504 Trinity on Monday, March 14th {link}",,No emotion toward brand or product,"Come see Bitbop in Austin at the PureVolume House 504 Trinity on Monday, March 14th {link}",NEU,1,NEU,0.892437756061554
171,3209,3209,Could be fun to provide some #SXSW mis-direction w/ fictitious parties &amp; giveaways? WTF? Apple is giving away IPad2's at IHOP!,,No emotion toward brand or product,Could be fun to provide some mis-direction w/ fictitious parties &amp; giveaways? WTF? Apple is giving away IPad2's at IHOP!,NEU,1,NEU,0.5820801258087158
172,7694,7694,Social marketing experts at #SXSW: Everyone has to face facts &amp; admit that Apple again showed everyone how marketing is done. #CNET,Apple,Positive emotion,Social marketing experts at Everyone has to face facts &amp; admit that Apple again showed everyone how marketing is done.,POS,2,NEU,0.8411751985549927
173,2507,2507,dumb blonde {link} Evelyn #sxsw Juwan Howard iPad,,No emotion toward brand or product,dumb blonde {link} Evelyn Juwan Howard iPad,NEU,1,NEG,0.9558547735214232
174,4891,4891,Two iPad observations at #sxsw. Vast majority of people using them. Seen lots of 2s today. Looks nice. #appletakingoverworld,iPad,Positive emotion,Two iPad observations at Vast majority of people using them. Seen lots of 2s today. Looks nice.,POS,2,POS,0.8671464920043945
175,5434,5434,RT @mention Apple is opening up a temp store in Austin for #SXSW {link} via @mention #iPad2,,No emotion toward brand or product,RT Apple is opening up a temp store in Austin for {link} via,NEU,1,NEU,0.927699327468872
176,8792,8792,Really loving marissa mayer's presentation on mobile #google #sxsw,,No emotion toward brand or product,Really loving marissa mayer's presentation on mobile,NEU,1,POS,0.9869037866592408
177,3607,3607,"#SXSW Movie stars and moody directors are all well and fine, but the guy who's really attracting a crowd is the one showing off his iPad 2.",iPad,Positive emotion,"Movie stars and moody directors are all well and fine, but the guy who's really attracting a crowd is the one showing off his iPad 2.",POS,2,NEU,0.553219199180603
178,8721,8721,Someone just held up iPad with giant LIKE on it. Love #SXSW.,iPad,Positive emotion,Someone just held up iPad with giant LIKE on it. Love,POS,2,POS,0.977696418762207
179,8173,8173,"Hmmm... RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw",,No emotion toward brand or product,"Hmmm... RT Google to Launch Major New Social Network Called Circles, Possibly Today {link}",NEU,1,NEU,0.839441180229187
180,7741,7741,SXSW: Foursquare updates its merchant platform with new ÛÏSpecialsÛ {link} #Android #FlashSpecial #free #iPhone #SXSW,Android,Positive emotion,SXSW: Foursquare updates its merchant platform with new ÛÏSpecialsÛ {link},POS,2,NEU,0.8508062958717346
181,5475,5475,RT @mention Apple to Open Pop-Up Shop at SXSW [REPORT] - {link} #Apple #sxsw,,No emotion toward brand or product,RT Apple to Open Pop-Up Shop at SXSW [REPORT] - {link},NEU,1,NEU,0.8216549158096313
182,4154,4154,"I mean, sliced bread is great. But google bread is going to be revolutionary. #sxsw",Google,Positive emotion,"I mean, sliced bread is great. But google bread is going to be revolutionary.",POS,2,POS,0.816021203994751
183,1872,1872,Has an iPad 2 !!! Wohooo! Tnx Apple for the popup shop at #sxsw!,iPad,Positive emotion,Has an iPad 2 !!! Wohooo! Tnx Apple for the popup shop at,POS,2,POS,0.9919695258140564
184,6405,6405,RT @mention Ok so Google Circles is not officially going to launch at #SXSW but no denial that it exists.,,No emotion toward brand or product,RT Ok so Google Circles is not officially going to launch at but no denial that it exists.,NEU,1,NEU,0.950386881828308
185,8287,8287,I'll be at the Austin Convention Center today w/ my @mention fam... showing my new iPhone game. #SXSW&quot; åÇwhat's sxsw? @mention,iPad or iPhone App,Positive emotion,I'll be at the Austin Convention Center today w/ my fam... showing my new iPhone game. åÇwhat's sxsw?,POS,2,POS,0.8040602803230286
186,6891,6891,RT @mention We're at the Lustre Pearl getting ready for our presentation at the Team Android Awards #sxsw,,No emotion toward brand or product,RT We're at the Lustre Pearl getting ready for our presentation at the Team Android Awards,NEU,1,NEU,0.6144388318061829
187,8112,8112,At Apple store at #sxsw,,No emotion toward brand or product,At Apple store at,NEU,1,NEU,0.7896324396133423
188,4805,4805,Walking into the pop-up Apple store is like walking into a future where the iPad is the only type of computer. #sxsw,Apple,Positive emotion,Walking into the pop-up Apple store is like walking into a future where the iPad is the only type of computer.,POS,2,NEU,0.6599884629249573
189,1657,1657,@mention &amp; @mention were quick to encourage SEO practitioners to avoid dwelling on page rank (focus on content) #sxsw,,No emotion toward brand or product,&amp; were quick to encourage SEO practitioners to avoid dwelling on page rank (focus on content),NEU,1,NEU,0.7742366790771484
190,601,601,msc_page: Guy gets tattoo at SXSW so he could win a free iPad2 {link} #sxsw #tattoo #ipadÛ_ {link} #allshare,iPad,No emotion toward brand or product,msc_page: Guy gets tattoo at SXSW so he could win a free iPad2 {link} {link},NEU,1,NEU,0.5823437571525574
191,7790,7790,Class starts now. #SXSW @mention Designing iPad Interfaces - New Navigation Schemas {link},,No emotion toward brand or product,Class starts now. Designing iPad Interfaces - New Navigation Schemas {link},NEU,1,POS,0.5728787779808044
192,8343,8343,@mention talking about {link} - Google's effort to allow users to have open systems #bettercloud #sxsw,,No emotion toward brand or product,talking about {link} - Google's effort to allow users to have open systems,NEU,1,NEU,0.8543184995651245
193,1288,1288,"I want to use this video in my #SXSW talk today, but need to be able to download it to my iPad. Do you know how? {link}",,No emotion toward brand or product,"I want to use this video in my talk today, but need to be able to download it to my iPad. Do you know how? {link}",NEU,1,NEU,0.6563087105751038
194,5716,5716,RT @mention Festival Explorer Austin Edition helps keep track of SXSW bands you want to see &amp; makes recommendations too: {link} #fb #sxsw,,No emotion toward brand or product,RT Festival Explorer Austin Edition helps keep track of SXSW bands you want to see &amp; makes recommendations too: {link},NEU,1,NEU,0.6860555410385132
195,2488,2488,ballroom d: #marissagoogle talking about some cool projects (obv). love the Google Art Project. #sxsw,Google,Positive emotion,ballroom d: talking about some cool projects (obv). love the Google Art Project.,POS,2,POS,0.991671085357666
196,8184,8184,"So true RT @mention If there was a popup store in Austin that sold nothing but iPhone battery extenders, it would make so much money. #sxsw",,No emotion toward brand or product,"So true RT If there was a popup store in Austin that sold nothing but iPhone battery extenders, it would make so much money.",NEU,1,NEU,0.7845678925514221
197,8901,8901,@mention where's the apple #sxsw set-up? Can anyone get in?,,No emotion toward brand or product,where's the apple set-up? Can anyone get in?,NEU,1,NEU,0.6734061241149902
198,8764,8764,"iPad 2 giveaway in full-force!  Person with most friends in his/her city by end of #SXSW wins! Hint, a strong email list works well! #sxswi",iPad,Positive emotion,"iPad 2 giveaway in full-force! Person with most friends in his/her city by end of wins! Hint, a strong email list works well!",POS,2,POS,0.9676603674888612
199,5906,5906,"RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today at #SXSW {link}",,No emotion toward brand or product,"RT Google to Launch Major New Social Network Called Circles, Possibly Today at {link}",NEU,1,NEU,0.7595891356468201
200,4425,4425,My post on Google/Bing Q/A with @mention @mention @mention on website ranking #SXSW #qagb {link},,No emotion toward brand or product,My post on Google/Bing Q/A with on website ranking {link},NEU,1,NEU,0.8939956426620483
201,4103,4103,#SXSW Apple picked a great venue to launch the new Ipads.,Apple,Positive emotion,Apple picked a great venue to launch the new Ipads.,POS,2,POS,0.9868994951248168
202,8731,8731,Hanging out in the Hilton lobby in downtown Austin. Stop by and say hi and check out the Android controller for #Sonos. #SXSW,,No emotion toward brand or product,Hanging out in the Hilton lobby in downtown Austin. Stop by and say hi and check out the Android controller for,NEU,1,NEU,0.5785866379737854
203,8551,8551,"Congrats to Kenny, who now enjoys a spanking new @mention case for his iPad!  Look how happy he is!  :D #SXSW #CBatSXSW {link}",iPad,Positive emotion,"Congrats to Kenny, who now enjoys a spanking new case for his iPad! Look how happy he is! :D {link}",POS,2,POS,0.9925962090492249
204,6877,6877,RT @mention We are giving away an iPad 2 to kick off our time down at #sxsw. Just visit our FB page for more info: {link},,No emotion toward brand or product,RT We are giving away an iPad 2 to kick off our time down at Just visit our FB page for more info: {link},NEU,1,POS,0.8454241752624512
205,3987,3987,"A two-week pop-up #Apple store in downtown Austin, just in time for #SXSW and iPad2. Very cool.",iPad,Positive emotion,"A two-week pop-up store in downtown Austin, just in time for and iPad2. Very cool.",POS,2,POS,0.9837756752967834
206,3818,3818,I heart #iPad 2. {link} #SXSW,iPad,Positive emotion,I heart 2. {link},POS,2,NEU,0.9659071564674376
207,2422,2422,#bjdproductions Google to launch new social network at #SXSW? {link} #tech,,No emotion toward brand or product,Google to launch new social network at {link},NEU,1,NEU,0.7119578719139099
208,2005,2005,#LonelyPlanet #Austin iPhone app is a (free!) godsend. GPS-aware map of the city without the need for 3G or WiFi! #sxsw,iPad or iPhone App,Positive emotion,iPhone app is a (free!) godsend. GPS-aware map of the city without the need for 3G or WiFi!,POS,2,POS,0.9817086458206176
209,7164,7164,Looking forward to the day when @mention and @mention release native Android 3.0 tablet-optimized clients! Google Latitude sucks! #sxsw,Other Google product or service,Negative emotion,Looking forward to the day when and release native Android 3.0 tablet-optimized clients! Google Latitude sucks!,NEG,0,POS,0.748506486415863
210,1451,1451,Of course! RT @mention #sxsw ipad store sold out of everything except 64gig wifi only white,,No emotion toward brand or product,Of course! RT ipad store sold out of everything except 64gig wifi only white,NEU,1,NEG,0.9548491835594176
211,3459,3459,Have you heard about the #android app Bizzy? They've challenged TDG to Check Out #sxsw read more: {link},Android App,Positive emotion,Have you heard about the app Bizzy? They've challenged TDG to Check Out read more: {link},POS,2,NEU,0.8009189963340759
212,3283,3283,"&quot;Google before you tweet&quot; is the new &quot;think before you speak.&quot; - Mark Belinsky, #911tweets panel at #SXSW.",Google,Positive emotion,"&quot;Google before you tweet&quot; is the new &quot;think before you speak.&quot; - Mark Belinsky, panel at",POS,2,NEU,0.8986752033233643
213,3202,3202,Saw juan from juan in a million at google hotpot party...he was getting an ice cream sandwich...awesome #sxsw,,No emotion toward brand or product,Saw juan from juan in a million at google hotpot party...he was getting an ice cream sandwich...awesome,NEU,1,POS,0.9642236828804016
214,4684,4684,"Dan Neumann just announced the launch of Organic's first consumer-facing iPad app, Broadfeed at #SXSW 
check it out!!",iPad,Positive emotion,"Dan Neumann just announced the launch of Organic's first consumer-facing iPad app, Broadfeed at check it out!!",POS,2,POS,0.7486056089401245
215,4850,4850,Heading to hear @mention but detouring to the pop up apple store #sxsw,,No emotion toward brand or product,Heading to hear but detouring to the pop up apple store,NEU,1,POS,0.6341426968574524
216,2591,2591,Srsly love @mention @mention promo @mention Srsly hate that it excludes @mention Esp. since my iPad insists I'm at Disney #sxsw,iPad,Negative emotion,Srsly love promo Srsly hate that it excludes Esp. since my iPad insists I'm at Disney,NEG,0,POS,0.8488613367080688
217,3187,3187,The line for the iPad2 at the pop up Apple store has been outlandish the entire week.  #sxsw,iPad,Positive emotion,The line for the iPad2 at the pop up Apple store has been outlandish the entire week.,POS,2,NEG,0.8596853613853455
218,8873,8873,@mention We are in line at the Apple pop-up store at #SXSW. Less than 50 people in line at 1pm! #score,,No emotion toward brand or product,We are in line at the Apple pop-up store at Less than 50 people in line at 1pm!,NEU,1,NEU,0.512315034866333
219,8977,8977,Google may be launching a new social network called Circles today at #sxsw {link},,No emotion toward brand or product,Google may be launching a new social network called Circles today at {link},NEU,1,NEU,0.7770175337791443
220,358,358,will this be another google wave? RT @mention We interrupt your regularly scheduled #sxsw geek programming w/big #google news {link},,No emotion toward brand or product,will this be another google wave? RT We interrupt your regularly scheduled geek programming w/big news {link},NEU,1,NEU,0.923441767692566
221,1048,1048,@mention  RT @mention Mayer: 20% of Google searches are for local information #SXSW ^pr,,No emotion toward brand or product,RT Mayer: 20% of Google searches are for local information ^pr,NEU,1,NEU,0.9383884072303772
222,3688,3688,"Longest line at #sxsw? The Apple Store, of course.  {link}",,No emotion toward brand or product,"Longest line at The Apple Store, of course. {link}",NEU,1,POS,0.5313346982002258
223,7880,7880,"15 minutes left in line for the ipad at #sxsw. think i'm gonna bail, my butt's asleep. #notreally",,No emotion toward brand or product,"15 minutes left in line for the ipad at think i'm gonna bail, my butt's asleep.",NEU,1,NEG,0.8307783007621765
224,3915,3915,#sxsw digital innovators the new rock stars like @mention awesome talk. Insight into @mention future #musicconnex,,No emotion toward brand or product,digital innovators the new rock stars like awesome talk. Insight into future,NEU,1,POS,0.9924561977386476
225,5742,5742,RT @mention Free &quot;Payments on the #Android Platform&quot; Webinar on March 30th - register today! {link} #sxsw ^MR,,No emotion toward brand or product,RT Free &quot;Payments on the Platform&quot; Webinar on March 30th - register today! {link} ^MR,NEU,1,NEU,0.5174795389175415
226,7755,7755,@mention RT @mention New #UberSocial for #iPhone now in the App Store includes UberGuide to #SXSW sponsored (cont) {link},,No emotion toward brand or product,RT New for now in the App Store includes UberGuide to sponsored (cont) {link},NEU,1,NEU,0.5473831295967102
227,1078,1078,Google is setting up a bunch of computers at their #SXSW trade show exhibit. Premiere of Google Circles? {link},,No emotion toward brand or product,Google is setting up a bunch of computers at their trade show exhibit. Premiere of Google Circles? {link},NEU,1,NEU,0.834587037563324
228,7343,7343,"iphone, ipad, mac Oh my! #agchat,#sxsw",,Positive emotion,"iphone, ipad, mac Oh my!",POS,2,POS,0.9591048359870912
229,8337,8337,One guy stakes out the Austin Apple popup shop at #SXSW for his #iPad 2 {link} #SXSWi,,No emotion toward brand or product,One guy stakes out the Austin Apple popup shop at for his 2 {link},NEU,1,NEU,0.916441798210144
230,3485,3485,"#sxsw fashion essential #2:  iPad plus 2 mobile phones for chronicling witty tweets, unlocking Mayor badges, taking photos of Hootsuite owl",iPad,Positive emotion,"fashion essential iPad plus 2 mobile phones for chronicling witty tweets, unlocking Mayor badges, taking photos of Hootsuite owl",POS,2,POS,0.8812751770019531
231,5579,5579,"RT @mention Booth 313, There is still time for the power challenge. Ride the bike. Get a bottle, enter to win an iPad. #sxsw #thisiscrazyfun",,No emotion toward brand or product,"RT Booth 313, There is still time for the power challenge. Ride the bike. Get a bottle, enter to win an iPad.",NEU,1,POS,0.8575863838195801
232,5872,5872,"RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today  at #SXSW {link}",Other Google product or service,Positive emotion,"RT Google to Launch Major New Social Network Called Circles, Possibly Today at {link}",POS,2,NEU,0.7595891356468201
233,4828,4828,Mayer also admits that Google needs to &quot;step up&quot; its customer support for Google Maps. #sxsw,Other Google product or service,Negative emotion,Mayer also admits that Google needs to &quot;step up&quot; its customer support for Google Maps.,NEG,0,NEU,0.8370868563652039
234,2146,2146,Hungover At SXSW? Use Zaarly To Get Your Gatorade And Advil {link} #BillLee #HTML #iPhone #SXSW,,No emotion toward brand or product,Hungover At SXSW? Use Zaarly To Get Your Gatorade And Advil {link},NEU,1,NEU,0.8160227537155151
