,index,tweet_text,emotion_in_tweet_is_directed_at,label,alt_label,class,pred_label,pred_scores
1381,1381,"Well damn, Apple setting up a &quot;pop-up&quot; shop at #SXSW {link}",,No emotion toward brand or product,NEU,1,NEU,0.7402482628822327
1382,1382,"Tristan H, apture: being fast &amp; iterative w your news content means google finds you first. #sxsw #hacknews #drumbeat #MoJo",,No emotion toward brand or product,NEU,1,NEU,0.5075072646141052
1383,1383,"Hopefully, AT&amp;T and Verizon will have Pop Up Cell Sites to go along with Apple's Pop Up Store at #SXSW",,No emotion toward brand or product,NEU,1,POS,0.8898252844810486
1384,1384,"May be so, but I still have a few RT @mention New post: Business cards are dead: Send me your card via Hashable at #SXSW {link}",,No emotion toward brand or product,NEU,1,NEU,0.817007303237915
1385,1385,"Conan doc, CDR Radio, Android party, NPR shindig, general raging. Pretty sure I'm doing #SXSW proper. It is a sprint, not a marathon, right?",,No emotion toward brand or product,NEU,1,NEU,0.5834909081459045
1386,1386,"New kicks, Clif bars &amp; 3G iPad #SXSW {link}",,No emotion toward brand or product,NEU,1,POS,0.6061538457870483
1387,1387,"Lost iPad, corrupted iPhone, and crazy hotels. Good times. #SXSW @mention AUS Austin-Bergstrom {link}",iPhone,Negative emotion,NEG,0,NEG,0.9716604351997375
1388,1388,"Yesterday, I left the house without my phone. Then I forgot to charge iPad overnight. #mobilefail #sxsw",,No emotion toward brand or product,NEU,1,NEG,0.9780985116958618
1389,1389,"Next year, i'm going to set up a bootleg sidewalk cart in Austin and sell MacBook power adapters and iPhone cables. Oh, and Red Bull. #sxsw",,No emotion toward brand or product,NEU,1,NEU,0.662862241268158
1390,1390,"At midday, iPhone at mid-battery. This outlet, blocked by an immobile booth, serves no purpose but to taunt me. #SXSW {link}",iPhone,Negative emotion,NEG,0,NEG,0.7296884655952454
1392,1392,"Who knows, maybe @mention will do it! RT @mention  Are you going to Gary's talk? Wish I could be there - iphone me a clip if you go #SXSW",,No emotion toward brand or product,NEU,1,POS,0.8374114036560059
1393,1393,"÷¼ No fear, no envy, no meanness, no lies, no hypocrisyÛ_÷_ {link} ã_ #edchat #musedchat #sxsw #sxswi #classical #newTwitter",,No emotion toward brand or product,NEU,1,NEU,0.626369297504425
1394,1394,"I'm sorry, NOT going to the @mention party at #SxSw. ;) iPhone forever!  ;)",iPhone,Positive emotion,POS,2,NEU,0.7192897200584412
1395,1395,"SXSW Tips, Prince, NPR Videos, Toy Shopping With Zuckerberg.
{link}  #sxsw  #ipad",,No emotion toward brand or product,NEU,1,NEU,0.5889075994491577
1396,1396,"Great job, Siva! RT @mention A brief account of my #SXSW talk &quot;Be Evil&quot; #beevil {link} #ucpress #google",,No emotion toward brand or product,NEU,1,POS,0.9687857031822205
1397,1397,"Booth 313, There is still time for the power challenge. Ride the bike. Get a bottle, enter to win an iPad. #sxsw #thisiscrazyfun",,No emotion toward brand or product,NEU,1,POS,0.9774647355079651
1398,1398,"Hey #sxsw, there's some offers out there for ya {link}",,No emotion toward brand or product,NEU,1,POS,0.9734774231910706
1399,1399,SKORE &gt; @mention Heard about Apple's pop-up store in downtown Austin? Pics are already on Gowalla: {link} #sxsw #iPad2,,No emotion toward brand or product,NEU,1,NEU,0.5663501024246216
1400,1400,Done &amp; done! @mention Behind on 100s of emails? Give them all 1 line iPhone composed replies. #SXSW #protip #in,,No emotion toward brand or product,NEU,1,POS,0.6739928722381592
1401,1401,Ning &amp; Mobile Roadie are thrilled to offer the Unofficial #SXSW Insider's Guide for iPhone. Have fun in Austin! {link},iPhone,Positive emotion,POS,2,POS,0.9874740839004517
1402,1402,"This -&gt; RT @mention At Google, 4 people do the work of 7 people rather than 7 people doing the work of 4. #agileagency #SXSW",Google,Positive emotion,POS,2,NEU,0.7863864302635193
1403,1403,Neck &amp; shoulders are *killing* me thanks to the 8 hours a day I spend heads-down w/my iPhone at #SXSW. Where 2 get it fixed in Austin?,,No emotion toward brand or product,NEU,1,NEG,0.8417913913726807
1404,1404,Find &amp; Start Impromptu Parties at #SXSW With @mention {link} I can't wait til the Android app comes out.,Android App,Positive emotion,POS,2,POS,0.928396999835968
1405,1405,The &quot;Austin Guide -Lonely Planet&quot; is currently FREE in the #iPhone app store #SXSW,,No emotion toward brand or product,NEU,1,NEU,0.8155133724212646
1406,1406,OH: &quot;like I can't believe I've had three boyfriends since the first iPad ..&quot; #sxsw,,No emotion toward brand or product,NEU,1,NEU,0.8405113816261292
1407,1407,The &quot;pop up&quot; Apple Store is packed! #sxsw,Apple,Positive emotion,POS,2,POS,0.9724844694137573
1408,1408,"As AT&amp;T iPhone are failing everywhere, my Verizon iPhone is doing just great. #verizonFTW #SXSW",,No emotion toward brand or product,NEU,1,NEG,0.8137873411178589
1409,1409,OH: &quot;While we're here we should check out this new iPad 2 'thing'.&quot; #SXSW #strangeproblems,iPad,Positive emotion,POS,2,POS,0.5289075374603271
1410,1410,OH: &quot;You can download our free iPhone app. It's sort of a social networking kind of thing.&quot; #sxsw #fail,,No emotion toward brand or product,NEU,1,NEU,0.6411908864974976
1411,1411,Ideas? RT: @mention Groups were challenged with coming up with an iPhone app to solve their parenting/start-up issues #sxsw,,No emotion toward brand or product,NEU,1,NEU,0.6220768690109253
1412,1412,"Sweet! RT: @mention RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw",Other Google product or service,Positive emotion,POS,2,POS,0.8009239435195923
1413,1413,"#SXSW (2): #gamification, #iPad #design, mobile #banking &amp; #marketing 2.0 {link} #artikelen #dossiers #events #mediapers",,No emotion toward brand or product,NEU,1,POS,0.595680296421051
1414,1414,#brandnew: #Google tries the social network again. This time it's #Circles to be launched @mention #SXSW. Perhaps whaÛ_ (cont) {link},,No emotion toward brand or product,NEU,1,NEU,0.6563553810119629
1415,1415,Nice Move: Apple set to open popup shop in core of #SXSW action {link},Apple,Positive emotion,POS,2,POS,0.8971776962280273
1416,1416,"Announced: as of today, @mention is no longer Wine Library TV. New app for iPhone is Daily Grape. #SXSW",,No emotion toward brand or product,NEU,1,NEU,0.9364981055259705
1417,1417,Dear SXSW: bad planning room wise for the Q&amp;A With Google &amp; Bing at Hilton Salon J. Way too small a room. Long line outside. #SXSW #SXSWi,,No emotion toward brand or product,NEU,1,NEG,0.9396586418151855
1418,1418,"Big night: Come party down with @mention and Google tonight at #sxsw: {link} Bands, food, art, interactive maps! cc: @mention",Google,Positive emotion,POS,2,POS,0.9668903350830078
1419,1419,"Game plan: Free food at Pepsi, Convention Center, Burner Party, Android party at Luster Pearl .. and all that happens between #sxsw",,No emotion toward brand or product,NEU,1,POS,0.7985522747039795
1420,1420,#Startups: Free Premium Service on your 1st Job Post {link} #Lean #LeanUX #LeanStartup #SXSW #SXSWi #Launch #Startup #Founders,,No emotion toward brand or product,NEU,1,POS,0.7736673951148987
1421,1421,#Startups: Free Premium Service on your 1st job post if you answer our 2 min survey {link} #sxsw #sxswi #startup #launch,,No emotion toward brand or product,NEU,1,POS,0.7801313996315002
1423,1423,Confirmed: Google Circles to be launched later today #sxsw #sxswi,,No emotion toward brand or product,NEU,1,NEU,0.5288481712341309
1424,1424,"Good news: I didn't break my iPhone, bad news: 1 screw just wouldn't budge, so I couldn't replace my battery. Hope it can stand up to #sxsw.",,No emotion toward brand or product,NEU,1,NEU,0.6134715676307678
1425,1425,Reason 19: Keep Parakeets employed! {link} Keep track of where the ladies are at #SXSW {link} @mention,,No emotion toward brand or product,NEU,1,NEU,0.7232059240341187
1426,1426,IMPORTANT: Make sure you are donating to the JAPANESE Red Cross for #japan: {link} #sxswcares #sxsw #quake (Please RT),,No emotion toward brand or product,NEU,1,NEU,0.6800277829170227
1427,1427,SimpleGeo: Mobile phone ubiquity is creating a huge sensor network. iPhone has 6 diff sensors. #SXSW #bemyneighbor,,No emotion toward brand or product,NEU,1,POS,0.6994202733039856
1428,1428,"In Austin: not surprising, most popular accessory seems to be the ipad. closely followed up by BBQ pork waffle cone. #sxsw",,No emotion toward brand or product,NEU,1,NEU,0.4913391172885895
1429,1429,SXSW 2011: Novelty of iPad news apps fades fast among digital delegates {link} via @mention #SXSW XIPAD,iPad or iPhone App,Negative emotion,NEG,0,NEU,0.866581916809082
1430,1430,Challenge: Rethink Reading! #touchingstories #iPad and/or #tablet #SXSW,,No emotion toward brand or product,NEU,1,POS,0.9252598881721497
1431,1431,toptweets: RT @mention It's not a rumor: Apple is opening up a temporary store in downtown Austin for #SXSW and the iPad 2 launch {link},,No emotion toward brand or product,NEU,1,NEU,0.8908867239952087
1432,1432,toptweets: RT @mention It's not a rumor: Apple is opening up a temporary store in downtown Austin for #SXSW and the... {link},,No emotion toward brand or product,NEU,1,NEU,0.9301836490631104
1433,1433,SXSW 2011: The Google and Bing smackdown in all its bloody banality (Guardian) {link} #SXSW,,No emotion toward brand or product,NEU,1,NEG,0.9531090259552002
1434,1434,Dear SXSW: when you have Matt Cutts from Google you may want to provide a larger room that salon J at Hilton. Just sayin' #SXSW #SXSWi,,No emotion toward brand or product,NEU,1,NEU,0.7784127593040466
1435,1435,Anonymity: Zuckerberg &quot;wrong&quot; says 4chan's Moot #SXSW {link},,No emotion toward brand or product,NEU,1,NEG,0.8942150473594666
1436,1436,Anonymity: Zuckerberg &quot;wrong&quot; says 4chan's Moot #SXSW {link} VIA @mention Google circles opportunity with profiles?,,No emotion toward brand or product,NEU,1,NEG,0.7983903884887695
1438,1438,@mention :New #UberSocial for #iPhone now in the App Store includes UberGuide to #SXSW sponsored by #Mashable {link},,No emotion toward brand or product,NEU,1,POS,0.683180034160614
1439,1439,Thank you! :) RT @mention Just picked up @mention book: Killer Photoes with your IPhone! #SXSW #sxswchi  {link} #SXSWi,iPhone,Positive emotion,POS,2,POS,0.9907705783843994
1440,1440,Good Work! ÛÏ@mention @mention Check the latest stream at Apple's store at #SXSW {link} . ipad2 here I come. #PLAYSXSWÛ,iPad,Positive emotion,POS,2,POS,0.9876365065574646
1441,1441,Confirmed! Apple store 2 week popup in Austin for #SXSW Now with picture!  {link} ( via @mention who gave us no credit! ),,No emotion toward brand or product,NEU,1,POS,0.6906495094299316
1442,1442,Good News! Austin Eats: BBQ for iPhone is now available - {link} #iTunes #Austin #BBQ #SXSW #SXSWi,iPad or iPhone App,Positive emotion,POS,2,POS,0.978114902973175
1443,1443,Good News! Austin Eats: BBQ for iPhone is now available - {link} #iTunes #Austin #BBQ #SXSW #SXSWi /via @mention,,No emotion toward brand or product,NEU,1,POS,0.9772742986679077
1444,1444,Hey #SXSW! Free copy of our Halftone app to the first person to redeem this code: P7E9EME7KYLJ {link},,No emotion toward brand or product,NEU,1,POS,0.9312729835510254
1445,1445,"Get on it! Join actsofsharing.com starting tonight, the person with the most friends in their city by end of #SXSW wins an iPad 2! #local",,No emotion toward brand or product,NEU,1,POS,0.979223370552063
1446,1446,Beautiful! RT @mention knitted staircase in attendance at #sxsw party tomo 7pm hosted by @mention &amp; @mention {link},,No emotion toward brand or product,NEU,1,POS,0.9802111983299255
1447,1447,Bout time! RT @mention New #UberSocial for #iPhone now in the App Store includes UberGuide to #SXSW sponsored (cont) {link},iPad or iPhone App,Positive emotion,POS,2,POS,0.8524929285049438
1448,1448,Good info! RT @mention How to improve website rankings: Advice from Google &amp; Bing at #SXSW {link},Google,Positive emotion,POS,2,POS,0.9614498019218445
1449,1449,I KNEW IT! RT @mention Apple set to open popup shop in core of SXSW action {link} via @mention #SXSW,,No emotion toward brand or product,NEU,1,POS,0.7037889957427979
1450,1450,iron mike! RT @mention I'll be at the Austin Convention Center today w/ my @mention fam... showing my new iPhone game. #SXSW,,No emotion toward brand or product,NEU,1,POS,0.89066082239151
1451,1451,Of course! RT @mention #sxsw ipad store sold out of everything except 64gig wifi only white,,No emotion toward brand or product,NEU,1,NEG,0.9035055637359619
1452,1452,Oh My God! RT @mention It's not a rumor: Apple opening up a temporary store in downtown Austin for #SXSW &amp;iPad 2 launch {link},Apple,Positive emotion,POS,2,POS,0.7970166206359863
1453,1453,So true!!! RT @mention 'Google lost its way by caring too much for the business vs. the users' - @mention #psych #sxsw,Google,Negative emotion,NEG,0,NEG,0.6912168264389038
1454,1454,Thank you! RT @mention #sxsw #touchingstories great presentation on future of digital magazines {link} (@mention,,No emotion toward brand or product,NEU,1,POS,0.9870571494102478
1455,1455,Very cool! RT @mention Download the free #SXSW: Featured Artists sampler today! {link},,No emotion toward brand or product,NEU,1,POS,0.9799343943595886
1456,1456,Very cool! RT @mention RT @mention Not a rumor: Apple to open temporary store in dt ATX for #SXSW &amp; iPad 2 launch {link},Apple,Positive emotion,POS,2,POS,0.9291320443153381
1457,1457,free jams! why not? {link} #sxsw @mention @mention,,No emotion toward brand or product,NEU,1,POS,0.8647345304489136
1458,1458,OH SNAP!!!!  At an 80s party hosted by Google! #sxsw,,Positive emotion,POS,2,POS,0.9885015487670898
1459,1459,"brilliant!! marketing!  &quot;Apple will be opening a temporary store in downtown Austin&quot; next to #sxsw

and the world buy it.",Apple,Positive emotion,POS,2,POS,0.9828593134880066
1460,1460,Brilliant!! RT @mention I've been having meetings while I'm in line at the #SXSW PopUp Apple Store for the iPad2. I love this place!,Apple,Positive emotion,POS,2,POS,0.9918295741081238
1461,1461,Congrats!!! RT @mention Yes! Gowalla wins best Andoid app at the Team Android Choice Awards. Thanks all! #sxsw,Android App,Positive emotion,POS,2,POS,0.9907957911491394
1462,1462,Love this!!!! RT @mention  RT @mention Not a rumor: Apple to open temporary store in dt ATX for #SXSW &amp; iPad 2 launch,Apple,Positive emotion,POS,2,POS,0.9791039228439331
1463,1463, Ä_ÛâÜâ_âãªã_â»Ä_â_Ä â£Ä_ÇÁÎÙã¬¾Ûâ»ãÔ©ÛâRT @mention Get a look at #SXSW's rumored #Apple &quot;pop-up&quot; store in Austin: {link},,No emotion toward brand or product,NEU,1,NEU,0.9746818542480469
1464,1464,Got Green? Check out @mention LIVE in Austin during #SXSW ..check out his show schedule here -&gt; {link},,No emotion toward brand or product,NEU,1,NEU,0.8746967911720276
1465,1465,What time? I'm in. RT @mention I'll be at the Austin Convention Center today w/ my @mention fam... showing my new iPhone game. #SXSW,,No emotion toward brand or product,NEU,1,POS,0.7307496070861816
1466,1466,At #sxsw ? Join us and @mention for a drink (or 2) at Fado on 4th at 7pm. {link},,No emotion toward brand or product,NEU,1,POS,0.6048576235771179
1467,1467,At #SXSW?? MindTouchers @mention @mention @mention are there giving iPad demos of MindTouch TCS! Tweet them to check it out!,,No emotion toward brand or product,NEU,1,POS,0.8800160884857178
1468,1468,Apaan nih? RT @mention @mention RT New #UberSocial for #iPhone now in the App Store includes UberGuide to #SXSW,,No emotion toward brand or product,NEU,1,POS,0.5841226577758789
1469,1469,÷¼ ????????? ÷_ {link} ã_ #edchat #musedchat #sxsw #sxswi #classical #newTwitter,,No emotion toward brand or product,NEU,1,NEU,0.951980471611023
1470,1470,÷¼ ????????? ÷_ {link} ã_ #edchat #musedchat #sxsw #sxswi #classical #newTwitter  RT @mention,,No emotion toward brand or product,NEU,1,NEU,0.953819215297699
1471,1471,Confirmed.  Apple pop-up store on @mention 6th/Congress in Austin.  Line not too bad right now...#sxsw {link},,No emotion toward brand or product,NEU,1,POS,0.9577751159667969
1472,1472,"Well yeah.  Music &gt; iPhone nerds RT @mention my god, cute girls everywhere...I love when interactive ends and music begins #sxsw",iPhone,Positive emotion,POS,2,POS,0.9911357164382935
1473,1473,SHITE APP. :( RT @mention New #UberSocial for #iPhone now in the App Store includes UberGuide to #SXSW sponsoÛ_ (cont) {link},iPad or iPhone App,Negative emotion,NEG,0,NEG,0.980949342250824
1474,1474,"Brilliant. #Apple is setting up a pop-up store in downtown Austin (to sell tons of iPad2s to #sxsw attendees, of course!) {link}",Apple,Positive emotion,POS,2,POS,0.7330004572868347
1475,1475,"It begins. Happy Friday everyone!!! #SXSW starting, Spring Break, iPad 2 releasing today, Pre-order @mention music {link}",,No emotion toward brand or product,NEU,1,POS,0.9919431209564209
1476,1476,brilliant. RT @mention Apple set to open popup shop in core of SXSW action  - they're going to sell iPad2 at #SXSW! {link},Apple,Positive emotion,POS,2,POS,0.9654955863952637
1477,1477,Hilarious. RT @mention Look for me at sxsw. I'm the bearded guy in plaid on an iPhone.  #sxsw,,No emotion toward brand or product,NEU,1,NEU,0.6265532374382019
1478,1478,"Hmmmm..... RT @mention Google to Launch Major New Social Network, &quot;Circles&quot; -possibly Today {link} #sxsw",,No emotion toward brand or product,NEU,1,NEU,0.7143007516860962
1479,1479,"Very true. RT @mention @mention Dude there's earthquakes,  tsunamis, iPad 2 and #SXSW. Get with it.",,No emotion toward brand or product,NEU,1,NEU,0.6322950720787048
1480,1480,Well done. See you tonight RT @mention w00t! @mention wrote about our #hollergram iPad app for #sxsw! {link},iPad or iPhone App,Positive emotion,POS,2,POS,0.9699731469154358
1481,1481,Finally... Yeaayyy RT @mention New #UberSocial for #iPhone now in the App Store includes UberGuide to #SXSW sponsored by #Mashable,iPad or iPhone App,Positive emotion,POS,2,POS,0.9682396054267883
1482,1482,Akhirnya... ÛÏ@mention New #UberSocial for #iPhone now in the App Store includes UberGuide to #SXSW sponsored by  {link},,No emotion toward brand or product,NEU,1,NEU,0.4993906319141388
1483,1483,no no no... my bad its lady XD {link} #sxsw iPad Rebecca Black Jurassic Park,,No emotion toward brand or product,NEU,1,POS,0.5110384821891785
1484,1484,"Craziness... #iPad2 #SXSW @mention Apple Store, SXSW {link}",,No emotion toward brand or product,NEU,1,POS,0.8037249445915222
1485,1485,It begins... on a story about a cool SXSW app and also Apple is launching the iPad 2 from a temp store. Stay tuned... I love you! #sxsw,iPad,Positive emotion,POS,2,POS,0.9835454225540161
1486,1486,Very wise... RT @mention Apple is opening up a temp store in Austin for #SXSW {link} via @mention #iPad2,Other Apple product or service,Positive emotion,POS,2,POS,0.8701682090759277
1487,1487,[Just FYI...] BREAKING: Google to Launch Major New Social Network Called Circles...Today? {link} via @mention #sxsw #socialmedia,Google,Positive emotion,POS,2,NEU,0.6772451400756836
1488,1488,Brilliant...i hope they have plenty of iPads...RT @mention Apple to Open Pop-Up Shop at SXSW [REPORT] - {link} #sxsw,iPad,Positive emotion,POS,2,POS,0.8325927257537842
1489,1489,"If I had .10 for each iPhone picture of the registration queue taken in the past 10 mins, I could hire someone to wait in my place. #sxsw",,No emotion toward brand or product,NEU,1,NEU,0.7909879684448242
1490,1490,((Ragtube.com)) My Way {link} #japan #sxsw #earthquake REDCROSS Chuck Greenberg Tokyo Hurricane Katrina Crescent City iPad,,No emotion toward brand or product,NEU,1,NEU,0.9811339378356934
1491,1491,*NEW* WWW.DIVASANDDORKS.COM: Apple iPad 2 Invades #SXSW {link},,No emotion toward brand or product,NEU,1,POS,0.7480898499488831
1492,1492,*NEW* WWW.DIVASANDDORKS.COM: Best Of Both Worlds: Apple Pop Up Store Invades SXSW {link} #sxsw,Apple,Positive emotion,POS,2,POS,0.5996311902999878
1493,1493,Hurrah!...the #sxswi festivities have begun. Met some Mozilla and Google folks tonight at @mention event. #sxsw,,No emotion toward brand or product,NEU,1,POS,0.9759765267372131
1494,1494,@mention 'GoodGuide' iphone app scans barcode to rank environmental responsibility of the company-nice pressure!#smmnextgen #sxsw,iPad or iPhone App,Positive emotion,POS,2,POS,0.9262098670005798
1495,1495,i think i'm getting ready to order an iPad 2 with the $$ i would have had to spend to attend #SXSW,iPad,Positive emotion,POS,2,POS,0.5069748759269714
1496,1496,I think I'm going to get a second iPhone just to view Push Notifications. #sxsw,,No emotion toward brand or product,NEU,1,POS,0.755007266998291
1497,1497,In fact I'm going to assume a priori everyone sitting in this departure terminal playing with an Apple product is going to #SXSW,,No emotion toward brand or product,NEU,1,NEU,0.6086946725845337
1498,1498,reasons i'm sad i'm not at #sxsw 1. @mention in the form of {link},,No emotion toward brand or product,NEU,1,NEG,0.8732171058654785
1499,1499,I think I'm the only one @mention #SxSW with an iPhone 3,,No emotion toward brand or product,NEU,1,POS,0.6112110614776611
1500,1500,"Dude, you're at an Outkast concert and you're tweeting from an iPad. RT @mention Old school players to new school fools. #SXSW",,No emotion toward brand or product,NEU,1,NEG,0.48087209463119507
1501,1501,Signs you're on a plane to #sxsw ? Two iPhone users have Arcade Fire rings. #letsdothis,,No emotion toward brand or product,NEU,1,POS,0.8902726173400879
1502,1502,&quot;You're probably using your iPad on the go.&quot; #disagree #SXSW #uxdes,,No emotion toward brand or product,NEU,1,NEG,0.9405805468559265
1503,1503,Wow. They're really trying to tempt me to pick up an iPad 2 tomorrow. {link} #apple #sxsw #austintx,iPad,Positive emotion,POS,2,POS,0.9665496349334717
1504,1504,I know it's #SXSW because my iPhone has started lying to me about its signal strength.,iPhone,Negative emotion,NEG,0,NEG,0.9296036958694458
1505,1505,like that's bad RT @mention Sitting at a bar listening to music w 3 ppl who r all nose down on iPhone. Waitress looks confused. #sxsw,,No emotion toward brand or product,NEU,1,NEG,0.9609288573265076
1506,1506,"Ok, so it's come to building custom MAPS on Google Maps for each night of #SxSW to organize party itineraries. #Productive.",,No emotion toward brand or product,NEU,1,POS,0.9135149717330933
1507,1507,Wow. That's dedication RT @mention Well.. I'm first in line. 10.5 hours to go.  #iPad #Apple #SXSW #sleepy,iPad,Positive emotion,POS,2,POS,0.9716086983680725
1508,1508,The world's largest iPad. #sxsw {link},,Positive emotion,POS,2,POS,0.6235886216163635
1509,1509,Any iPAD2's left at the Apple store at #SXSW? Anyone know? :),,No emotion toward brand or product,NEU,1,POS,0.778831958770752
1510,1510,"Flipboard's next platform will be the iPhone, CEO @mention says #sxsw",,No emotion toward brand or product,NEU,1,NEU,0.6322726607322693
1511,1511,@mention 's nexus s on t-mobile is 10x more useful than my iphone4 on AT&amp;T at #sxsw. Is it because too many ppl have iPhone?,iPhone,Negative emotion,NEG,0,POS,0.5251377820968628
1512,1512,omarg: It's not a rumor: Apple is opening up a temporary store in downtown Austin for #SXSW and the iPad 2 launch {link},,No emotion toward brand or product,NEU,1,NEU,0.8699190020561218
1513,1513,omarg: It's not a rumor: Apple is opening up a temporary store in downtown Austin for #SXSW and the iPad 2 launch... {link},,No emotion toward brand or product,NEU,1,NEU,0.8639255166053772
1514,1514,Google 80's party at Maggie Maes #Sxsw... Got some free glow in the dark shades,,Positive emotion,POS,2,POS,0.9795103669166565
1515,1515,Google 80's Party! #SXSW (@mention Maggie Mae's w/ 64 others) {link},,No emotion toward brand or product,NEU,1,POS,0.9330355525016785
1516,1516,"At Google's scale, tiny changes (even in colors of blue) can be meaningful. There's an optimum shade of blue for links. #sxsw @mention",Google,Positive emotion,POS,2,POS,0.7698788642883301
1517,1517,&quot;She's the iPad DJ working the Etsy party.&quot; #realtalk #sxsw,,No emotion toward brand or product,NEU,1,NEU,0.7823626399040222
1518,1518,Google 80's throw down. May be the last stop of the night #SXSW,,No emotion toward brand or product,NEU,1,POS,0.5365024209022522
1519,1519,"Hey, that's us!! &gt;&gt; The Go Game launches do-it-yourself iPhone scavenger hunts {link} (via @mention see you at #SXSW",iPhone,Positive emotion,POS,2,POS,0.9381523132324219
1520,1520,Hmm...can't get Twitter searches to update in Hootsuite or Tweetdeck on iPad. #SXSW,iPad or iPhone App,Negative emotion,NEG,0,NEG,0.5324611663818359
1521,1521,"i think i've seen maybe 2 non-apple notebooks my entire time here... mostly macbook pros, some macbooks, and many, many ipad2's #sxsw",,No emotion toward brand or product,NEU,1,NEU,0.6164304614067078
1522,1522,FilmasterÛªs iPhone app is Foursquare for cinemagoers {link} #API #GetGlue #iPhone #SXSW,,No emotion toward brand or product,NEU,1,NEU,0.8333346247673035
1523,1523,@mention ÛÏ@mention Does the pop up Apple store in Austin still have iPad2 in stock? #lazyweb #SXSWÛ,,No emotion toward brand or product,NEU,1,NEU,0.7728420495986938
1524,1524,@mention ÛÏ@mention Google is NOT launching any products at #SXSW {link},,No emotion toward brand or product,NEU,1,NEG,0.6118687391281128
1525,1525,@mention ÛÏ@mention Last day to get the #LP Austin iPhone app for free {link} #travel #sxsw&quot;,iPad or iPhone App,Positive emotion,POS,2,NEU,0.5165013670921326
1526,1526,@mention ÛÏ@mention not a rumor: Apple opening up temporary store in downtown Austin for #SXSW and the iPad 2 launch {link},,No emotion toward brand or product,NEU,1,NEU,0.9335415959358215
1527,1527,@mention åÈ RT UberSoc: New #UberSocial for #iPhone now in the App Store includes UberGuide to #SXSW (cont) {link},,No emotion toward brand or product,NEU,1,POS,0.5893987417221069
1528,1528,@mention (CEO Gowalla) tells his journey of Blinksale to iconbuffet to Packrat. Then the #iPhone was born and the lightbulb turned on...#sxsw,iPhone,Positive emotion,POS,2,NEU,0.7412157654762268
1529,1529,@mention (or anyone who knows @mention found your deaddd iPhone outside the Blogger Lounge...contact me so i can reunite you with it! :) #SXSW,,No emotion toward brand or product,NEU,1,POS,0.866285502910614
1530,1530,@mention (via @mention #sxsw ipad store sold out of everything except 64gig wifi only white,iPad,Positive emotion,POS,2,NEG,0.9253243803977966
1531,1531,"(CNNMoney) For #SXSW 2011, any computing device bigger than an iPad is passÌ©. The mobile space has all the buzz {link} #wssxsw",iPad or iPhone App,Positive emotion,POS,2,POS,0.8659617900848389
1532,1532,me too :-) RT @mention Look everyone! Zomg @mention got an iPad 2 on the first day! #sxsw {link},iPad,Positive emotion,POS,2,POS,0.9798300266265869
1533,1533,"Get (down)loaded Hoot! - RT #HootSuite Mobile for #SXSW ~ Updates for iPhone, BlackBerry &amp; Android {link}",,Positive emotion,POS,2,POS,0.889926016330719
1534,1534,I'm sure {link} is having a Double Rainbow kind of day right now. #google #sxsw,,No emotion toward brand or product,NEU,1,NEU,0.55801922082901
1535,1535,@mention {link} you get the #sxsw app yet? Android version has the schedule.,Android App,Positive emotion,POS,2,NEU,0.6789911985397339
1536,1536,@mention @mention  @mention #sxsw just tried out the new ipad app and it's BEAUTIFUL!!! Ps thanks for the TVontheradio TIX!!! Yall rock!!!,iPad or iPhone App,Positive emotion,POS,2,POS,0.9924806356430054
1537,1537,@mention @mention  Google Circles will be their new social media site? Wow. #SXSW,,Positive emotion,POS,2,POS,0.8129825592041016
1538,1538,"@mention @mention  In our studies players tell us, &quot;Petting my iPhone makes me happy.&quot; #tapworthy #sxsw",iPhone,Positive emotion,POS,2,POS,0.9796400666236877
1539,1539,@mention @mention ÛÏ@mention Apple is opening up a temporary store in downtown Austin for #SXSW and the iPad 2 launch {link},,No emotion toward brand or product,NEU,1,NEU,0.8767654895782471
1540,1540,@mention @mention {link} #SXSW Thanks for signing my ipad!,iPad,No emotion toward brand or product,NEU,1,POS,0.9770504236221313
1541,1541,NICE! RT @mention {link} Killer shot I got last night of @mention at the #nokiaconnects concert for #SXSW,,No emotion toward brand or product,NEU,1,POS,0.9868985414505005
1542,1542,"@mention @mention @mention @mention Google to Launch Major New Social Network Called Circles, Possibly Today @ #sxsw {link}",,No emotion toward brand or product,NEU,1,NEU,0.6081883311271667
1543,1543,@mention @mention @mention @mention Paper phones?  Means an iPad will likely be useless at #sxsw as well. #fail,iPad,Negative emotion,NEG,0,NEG,0.9685873985290527
1544,1544,"@mention @mention @mention &quot;@mention Google to Launch Major New Social Network: Circles, Possibly Today {link}  #sxsw&quot;",Other Google product or service,Positive emotion,POS,2,POS,0.5613296627998352
1546,1546,@mention @mention @mention Among Companies Trying to Make Impression at #SXSW Interactive {link} #sxswi,,No emotion toward brand or product,NEU,1,NEU,0.6893060803413391
1547,1547,@mention @mention @mention Can hear them workin hard in there #apple must be payin them plenty #sxsw {link},,No emotion toward brand or product,NEU,1,POS,0.7879600524902344
1548,1548,"@mention @mention @mention Google Circles, indeed. But not going to be at #SXSW. They will likely release at Google I/O in May.",,No emotion toward brand or product,NEU,1,NEU,0.8876272439956665
