,Unnamed: 0,index,tweet_text,emotion_in_tweet_is_directed_at,label,tweet_text_cln,alt_label,class,pred_label,pred_scores
1969,2001,2001,"iPad2 vs Android vs the World. With a title like this, I have a near hockey-fan esque desire for a fight to break out. #gsdm #sxsw #platform",,No emotion toward brand or product,"iPad2 vs Android vs the World. With a title like this, I have a near hockey-fan esque desire for a fight to break out.",NEU,1,NEU,0.5198232531547546
1970,2002,2002,"Awesome hands on review of the iPad 2 coming tomorrow on @mention , guest post by @mention - he's at #SXSW",iPad,Positive emotion,"Awesome hands on review of the iPad 2 coming tomorrow on , guest post by - he's at",POS,2,POS,0.9744237065315247
1971,2003,2003,Woke up sandwiched between my iPhone and iPad. I forgot how much #SXSW was like geek spring break,,No emotion toward brand or product,Woke up sandwiched between my iPhone and iPad. I forgot how much was like geek spring break,NEU,1,POS,0.614345371723175
1972,2004,2004,"Paywall panel: Daniel Bernard WSJ:
In app (game) purchases are frictionless like apple. &quot;the new free&quot; #sxsw",,No emotion toward brand or product,Paywall panel: Daniel Bernard WSJ: In app (game) purchases are frictionless like apple. &quot;the new free&quot;,NEU,1,POS,0.5847499370574951
1973,2005,2005,#LonelyPlanet #Austin iPhone app is a (free!) godsend. GPS-aware map of the city without the need for 3G or WiFi! #sxsw,iPad or iPhone App,Positive emotion,iPhone app is a (free!) godsend. GPS-aware map of the city without the need for 3G or WiFi!,POS,2,POS,0.9530271887779236
1974,2006,2006,lonely planet austin guide on the iphone free download for a limited period {link} #sxsw,,No emotion toward brand or product,lonely planet austin guide on the iphone free download for a limited period {link},NEU,1,NEU,0.7297516465187073
1975,2007,2007,"Lonely Planet has made the Austin Guide free for #sxsw grab it, you never know when you will need it. {link}",,No emotion toward brand or product,"Lonely Planet has made the Austin Guide free for grab it, you never know when you will need it. {link}",NEU,1,POS,0.6069775223731995
1976,2008,2008,Lonely Planet releases free Austin city guide iPhone app for #SXSW. Like there aren't enough apps cluttering up your handset.,iPad or iPhone App,Negative emotion,Lonely Planet releases free Austin city guide iPhone app for Like there aren't enough apps cluttering up your handset.,NEG,0,POS,0.5707226991653442
1977,2009,2009,Lonely Planet's free guide to Austin: {link} iPhone #sxsw,,No emotion toward brand or product,Lonely Planet's free guide to Austin: {link} iPhone,NEU,1,NEU,0.5335559844970703
1978,2010,2010,Lonely Planet's new iPhone Austin city guide is free March 9-15 for those going to #SXSW! {link} #travel,iPad or iPhone App,Positive emotion,Lonely Planet's new iPhone Austin city guide is free March 9-15 for those going to {link},POS,2,POS,0.7352627515792847
1979,2011,2011,Game mechanics talk with google at sxsw is so packed there's a long line still waiting to get in. #sxsw,,No emotion toward brand or product,Game mechanics talk with google at sxsw is so packed there's a long line still waiting to get in.,NEU,1,NEU,0.5154268741607666
1980,2012,2012,Has spontaniety in life been replaced by technology? When your iPhone battery dies you go home. Great ? At #busy #sxsw,iPhone,No emotion toward brand or product,Has spontaniety in life been replaced by technology? When your iPhone battery dies you go home. Great ? At,NEU,1,NEG,0.784325122833252
1981,2013,2013,The day Bank of America launched their iPhone app they got 250k new customers #bankinnovation #SXSW,iPad or iPhone App,Positive emotion,The day Bank of America launched their iPhone app they got 250k new customers,POS,2,POS,0.8510557413101196
1982,2014,2014,"A huge THANK U to the nice person who found my iPhone (blue, white stripes) on the 4th floor of the ConventionCenter &amp; brought it back #sxsw",,No emotion toward brand or product,"A huge THANK U to the nice person who found my iPhone (blue, white stripes) on the 4th floor of the ConventionCenter &amp; brought it back",NEU,1,POS,0.9867579340934753
1983,2015,2015,#sxsw  thanks for the ever present iPhone barging tables...,,Positive emotion,thanks for the ever present iPhone barging tables...,POS,2,POS,0.9434338212013245
1984,2016,2016,@mention announces #windowsphone app today #sxsw {link} #wp7,,No emotion toward brand or product,announces app today {link},NEU,1,NEU,0.9079252481460571
1985,2017,2017,@mention another google social failure? #sxsw,Google,Negative emotion,another google social failure?,NEG,0,NEG,0.8437772989273071
1986,2018,2018,Google plans to bring &quot;The Power of Here&quot; to life in the future by linking the digital and the physical worlds. {link} #sxsw,,Positive emotion,Google plans to bring &quot;The Power of Here&quot; to life in the future by linking the digital and the physical worlds. {link},POS,2,POS,0.8789505958557129
1987,2019,2019,"Google plans to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw",,No emotion toward brand or product,"Google plans to Launch Major New Social Network Called Circles, Possibly Today {link}",NEU,1,POS,0.6548255085945129
1988,2020,2020,Austinl fans: RT @mention Head over to {link} by 1pm CST today to win VIP access to my acoustic solo set at #SXSW tonight,,No emotion toward brand or product,Austinl fans: RT Head over to {link} by 1pm CST today to win VIP access to my acoustic solo set at tonight,NEU,1,NEU,0.7369774580001831
1989,2021,2021,mom...I want my ipad 2 back! {link} #thingsthatdontgotogether #sxsw Lisa Rinna,iPad,Positive emotion,mom...I want my ipad 2 back! {link} Lisa Rinna,POS,2,POS,0.5139647126197815
1990,2022,2022,I don't want to lose your love #google #SXSW,Google,Positive emotion,I don't want to lose your love,POS,2,NEU,0.5159507989883423
1991,2023,2023,So brilliant. Rosso used a google  doc to paste in a recipe to make mothers think they generated a recipe for her. #leanstartup #sxsw,Other Google product or service,Positive emotion,So brilliant. Rosso used a google doc to paste in a recipe to make mothers think they generated a recipe for her.,POS,2,POS,0.854792058467865
1992,2024,2024,Hello gigantic line outside Google v Bing SEO session. #sxsw #sxswi,,No emotion toward brand or product,Hello gigantic line outside Google v Bing SEO session.,NEU,1,NEU,0.580442488193512
1993,2025,2025,what company company has the best supply chain? Walmart and Apple #behance #sxsw,Apple,Positive emotion,what company company has the best supply chain? Walmart and Apple,POS,2,POS,0.8727663159370422
1994,2026,2026,@mention Any idea what time the apple store at #sxsw closes tonight?,,No emotion toward brand or product,Any idea what time the apple store at closes tonight?,NEU,1,NEU,0.9189389944076538
1995,2027,2027,"Is there any way of deleting an app that won't stop loading on the iPhone? Draining my power, but no 'x' to cancel. Help me, #SXSW.",iPad or iPhone App,Negative emotion,"Is there any way of deleting an app that won't stop loading on the iPhone? Draining my power, but no 'x' to cancel. Help me,",NEG,0,NEG,0.714202880859375
1996,2028,2028,"Fast Company: #SXSW Why Google, Apple, EA Games, Zynga, Facebook, Microsoft and Intuit went gaga for The Go Game... {link}",,No emotion toward brand or product,"Fast Company: Why Google, Apple, EA Games, Zynga, Facebook, Microsoft and Intuit went gaga for The Go Game... {link}",NEU,1,POS,0.7173941135406494
1997,2029,2029,"Why does anyone do a product just for one thing - just an iPad, just a droid, just a IPhone? Won't ultimately work. @mention Diller #SXSW",,No emotion toward brand or product,"Why does anyone do a product just for one thing - just an iPad, just a droid, just a IPhone? Won't ultimately work. Diller",NEU,1,NEG,0.8773030042648315
1998,2030,2030,Great recap of a seemingly great #sxsw session: RT @mention Relive the wonder that was the Google v Bing panel: {link},Google,Positive emotion,Great recap of a seemingly great session: RT Relive the wonder that was the Google v Bing panel: {link},POS,2,POS,0.9810190796852112
1999,2031,2031,Great recap of Google/Bing Q/A session on website ranking #SXSW #qagb {link} (via @mention cc: @mention,Google,Positive emotion,Great recap of Google/Bing Q/A session on website ranking {link} (via cc:,POS,2,POS,0.9499620795249939
2000,2032,2032,"iPad 2 Graphics Much Faster Than iPad 1, Motorola Xoom {link} @mention #tech #SXSW",iPad,Positive emotion,"iPad 2 Graphics Much Faster Than iPad 1, Motorola Xoom {link}",POS,2,POS,0.7235825657844543
2001,2033,2033,#sxsw #evaporation @mention @mention Business model is the platform; iPhone app makes tools available to developers,iPad or iPhone App,Positive emotion,Business model is the platform; iPhone app makes tools available to developers,POS,2,POS,0.7971872091293335
2002,2034,2034,#android app Bizzy challenges us to &quot;Check Out&quot; #Sxsw {link},,No emotion toward brand or product,app Bizzy challenges us to &quot;Check Out&quot; {link},NEU,1,NEU,0.8472275137901306
2003,2035,2035,#Android App Review: #SXSW Go. | {link} pls ª¼,,No emotion toward brand or product,App Review: Go. | {link} pls ª¼,NEU,1,NEU,0.7922554016113281
2004,2036,2036,I hope  #apple approves iRelay social network for mobile photo sharing app before #SXSW. Easier to share with people of they can download,iPad or iPhone App,Positive emotion,I hope approves iRelay social network for mobile photo sharing app before Easier to share with people of they can download,POS,2,POS,0.7650704979896545
2005,2037,2037,"At #sxsw apple has 99% marketshare, not seeing much linux.",,No emotion toward brand or product,"At apple has 99% marketshare, not seeing much linux.",NEU,1,NEU,0.6403599381446838
2006,2038,2038,A major #Apple iOS update the day before #SXSW? What genius project manager came up with that brilliant idea? #NoWhammies,Apple,Negative emotion,A major iOS update the day before What genius project manager came up with that brilliant idea?,NEG,0,POS,0.8418850302696228
2007,2039,2039,@mention Apple is great at turning the new into the old  #SXSW,Apple,Positive emotion,Apple is great at turning the new into the old,POS,2,POS,0.9607476592063904
2008,2040,2040,Sweet... Apple listened to us!  A temp Apple Store near #SXSW for iPad2 launch!  {link},Apple,Positive emotion,Sweet... Apple listened to us! A temp Apple Store near for iPad2 launch! {link},POS,2,POS,0.9694749712944031
2009,2041,2041,@mention Apple pop-up store at #sxsw was 5 blocks long! #BetterThingsToDo,Apple,Negative emotion,Apple pop-up store at was 5 blocks long!,NEG,0,POS,0.7078496813774109
2010,2042,2042,Does the apple pop-up store still have iPads? #sxsw #sxswi,iPad,Positive emotion,Does the apple pop-up store still have iPads?,POS,2,NEU,0.7919866442680359
2011,2043,2043,"Love the Apple pop-up store at #SXSW. So freaking smart. Now, one question. Will AT&amp;T bring trucks for signal again? Please say yes.",Apple,Positive emotion,"Love the Apple pop-up store at So freaking smart. Now, one question. Will AT&amp;T bring trucks for signal again? Please say yes.",POS,2,POS,0.9758684635162354
2012,2044,2044,Queue at Apple Pop-Up Store at #sxsw still long!,,Negative emotion,Queue at Apple Pop-Up Store at still long!,NEG,0,POS,0.6737385392189026
2013,2045,2045,"At SXSW, Apple schools the marketing experts - CNET {link} #sxsw",Apple,Positive emotion,"At SXSW, Apple schools the marketing experts - CNET {link}",POS,2,POS,0.6920036673545837
2014,2046,2046,"At SXSW, Apple schools the marketing experts {link}  #SXSW",Apple,Positive emotion,"At SXSW, Apple schools the marketing experts {link}",POS,2,POS,0.5276283621788025
2015,2047,2047,"At SXSW, Apple schools the marketing experts {link} /via @mention #SXSW #Apple",Apple,Positive emotion,"At SXSW, Apple schools the marketing experts {link} /via",POS,2,NEU,0.49995386600494385
2016,2048,2048,"At SXSW, Apple schools the marketing experts {link} #Apple #JobsCo #SXSW",Apple,Positive emotion,"At SXSW, Apple schools the marketing experts {link}",POS,2,POS,0.5276283621788025
2017,2049,2049,"At SXSW, Apple schools the marketing experts {link} #SXSW #essdub",,No emotion toward brand or product,"At SXSW, Apple schools the marketing experts {link}",NEU,1,POS,0.5276283621788025
2018,2050,2050,"At SXSW, Apple schools the marketing experts | #SXSW. {link}",,No emotion toward brand or product,"At SXSW, Apple schools the marketing experts | {link}",NEU,1,POS,0.5680960416793823
2019,2051,2051,"At SXSW, Apple schools the marketing experts: {link} via @mention #sxsw #apple #marketing",Apple,Positive emotion,"At SXSW, Apple schools the marketing experts: {link} via",POS,2,POS,0.5503279566764832
2020,2052,2052,clever - Apple set to open popup shop in core of #SXSW action {link},Apple,Positive emotion,clever - Apple set to open popup shop in core of action {link},POS,2,NEU,0.5418780446052551
2021,2053,2053,Watched #Apple staff at the temp #sxsw store just high five entire long line and facepalmed. Ugh.,,No emotion toward brand or product,Watched staff at the temp store just high five entire long line and facepalmed. Ugh.,NEU,1,NEG,0.8455186486244202
2022,2054,2054,@mention Apple store NYC one day? #SXSW,,No emotion toward brand or product,Apple store NYC one day?,NEU,1,NEU,0.6107236742973328
2023,2055,2055,"RE: temp Apple store--great move, they really need help with brand recognition :) In all seriousness, pretty cool. #SXSW",Apple,Positive emotion,"RE: temp Apple store--great move, they really need help with brand recognition :) In all seriousness, pretty cool.",POS,2,POS,0.9841321706771851
2024,2056,2056,Well The Apple Store website says iPads will only be available at 5 PM on Friday Wonder how that will affect #SxSW,,No emotion toward brand or product,Well The Apple Store website says iPads will only be available at 5 PM on Friday Wonder how that will affect,NEU,1,NEU,0.6678512096405029
2025,2057,2057,@mention Apple to open a pop-up store downtown Austin (6th &amp; congress) for #SXSW and the iPad 2 launch,,No emotion toward brand or product,Apple to open a pop-up store downtown Austin (6th &amp; congress) for and the iPad 2 launch,NEU,1,POS,0.7802701592445374
2026,2058,2058,Come on #Apple! Why cant I have spell-checking without auto-correct? Must it be all or nothing? #Grrr #sxsw,Apple,Negative emotion,Come on Why cant I have spell-checking without auto-correct? Must it be all or nothing?,NEG,0,NEG,0.8242671489715576
2027,2059,2059,Line for Apple's iPad 2 popup store is already wrapping around the block. #SXSW  {link},,Positive emotion,Line for Apple's iPad 2 popup store is already wrapping around the block. {link},POS,2,POS,0.8608354330062866
2028,2060,2060,@mention apple's making a temp store for #SXSW 2011 for u to get an iPad 2 !! {link},iPad,Positive emotion,apple's making a temp store for 2011 for u to get an iPad 2 !! {link},POS,2,POS,0.9075829982757568
2029,2061,2061,New iPad Apps for #Speech Therapy and Communication Are Showcased at the #SXSW Conference {link},,No emotion toward brand or product,New iPad Apps for Therapy and Communication Are Showcased at the Conference {link},NEU,1,NEU,0.5870599746704102
2030,2062,2062,New iPad Apps for Speech Therapy and Communication Are Showcased at #SXSW | @mention {link},,No emotion toward brand or product,New iPad Apps for Speech Therapy and Communication Are Showcased at | {link},NEU,1,NEU,0.7337472438812256
2031,2063,2063,New iPad Apps For Speech Therapy And Communication Are Showcased At The #SXSW Conference {link} #sxswi #SXSH #SXSWh #hcsm #slp,,No emotion toward brand or product,New iPad Apps For Speech Therapy And Communication Are Showcased At The Conference {link},NEU,1,NEU,0.6781245470046997
2032,2064,2064,New iPad Apps for Speech Therapy and Communication Are Showcased at the #SXSW Conference {link} cc @mention @mention #sxswi,,No emotion toward brand or product,New iPad Apps for Speech Therapy and Communication Are Showcased at the Conference {link} cc,NEU,1,NEU,0.6614611744880676
2033,2065,2065,First 19 Apps To Download For Your #iPad 2 {link} #SXSW #in via @mention @mention,,No emotion toward brand or product,First 19 Apps To Download For Your 2 {link} via,NEU,1,NEU,0.8815342783927917
2034,2066,2066,#SXSW is Apptastic! {link} #android #apps #developers #ios #iphone #smartphones,,No emotion toward brand or product,is Apptastic! {link},NEU,1,POS,0.9121476411819458
2035,2067,2067,"#SXSW ##tapworthy Check out iPad Design Headaches (2 Tablets, Call in the Morning) at SXSW.
{link}",,No emotion toward brand or product,"Check out iPad Design Headaches (2 Tablets, Call in the Morning) at SXSW. {link}",NEU,1,NEU,0.6652034521102905
2036,2069,2069,"Seen so far at #SxSW: pop-up Apple Store, pillow fight, mechanical bull, girls wearing jetpacks.",,No emotion toward brand or product,"Seen so far at pop-up Apple Store, pillow fight, mechanical bull, girls wearing jetpacks.",NEU,1,NEU,0.49668434262275696
2037,2070,2070,150 mm usar of Google maps ate mobile. #sxsw,,No emotion toward brand or product,150 mm usar of Google maps ate mobile.,NEU,1,NEU,0.702008843421936
2038,2071,2071,"Not to fear, #SXSW attendees... you can pick up your iPad 2s from Apple's Austin pop-up shop! {link} via @mention",iPad,Positive emotion,"Not to fear, attendees... you can pick up your iPad 2s from Apple's Austin pop-up shop! {link} via",POS,2,POS,0.9408612847328186
2039,2072,2072,#bettersearch #sxsw Does Google weight Hotpot reviews heavier than other review sites when collecting data for local search results?,,No emotion toward brand or product,Does Google weight Hotpot reviews heavier than other review sites when collecting data for local search results?,NEU,1,NEU,0.7440844774246216
2040,2073,2073,"#bettersearch #sxsw Google Hotpot--looks like a streamlined Yelp. Not as in-depth, though. Wondering if there is any game theory built in.",,No emotion toward brand or product,"Google Hotpot--looks like a streamlined Yelp. Not as in-depth, though. Wondering if there is any game theory built in.",NEU,1,NEU,0.5681867599487305
2041,2074,2074,"as the search from sxsw via twitter does not work, check out google's real time search, at least you get some results #sxsw",Other Google product or service,Positive emotion,"as the search from sxsw via twitter does not work, check out google's real time search, at least you get some results",POS,2,NEG,0.5380843281745911
2042,2075,2075,20% of searches on Google are local searches #SXSW,,No emotion toward brand or product,20% of searches on Google are local searches,NEU,1,NEU,0.7457954287528992
2043,2076,2076,Another hard call this morning: Designing for the iPad or From reading to writing the genetic code. Going with the latter. #sxsw,,No emotion toward brand or product,Another hard call this morning: Designing for the iPad or From reading to writing the genetic code. Going with the latter.,NEU,1,NEU,0.6300952434539795
2044,2077,2077,Police guard iPad 2's at Apple Store #sxsw #iPad {link},,No emotion toward brand or product,Police guard iPad 2's at Apple Store {link},NEU,1,NEU,0.7073473334312439
2045,2078,2078,I just heard that iPads are sold out (except for a few) at Apple pop-up store #sxsw True?,,No emotion toward brand or product,I just heard that iPads are sold out (except for a few) at Apple pop-up store True?,NEU,1,NEU,0.5043627619743347
2046,2079,2079,"Share, share and share some more. #Posterous Joins The #SXSW Pile On With Posterous Events For iPhone {link} #socmedia",,Positive emotion,"Share, share and share some more. Joins The Pile On With Posterous Events For iPhone {link}",POS,2,POS,0.5832571983337402
2047,2080,2080,"Checkins are fun, but we need to extend beyond just being fun and make checkins useful #sxsw #google",,No emotion toward brand or product,"Checkins are fun, but we need to extend beyond just being fun and make checkins useful",NEU,1,POS,0.857393205165863
2048,2081,2081,Startups are talking to the captive audience here in the Apple store line. Very smart idea. Why aren't more doing it? #SXSW,,No emotion toward brand or product,Startups are talking to the captive audience here in the Apple store line. Very smart idea. Why aren't more doing it?,NEU,1,POS,0.9436777234077454
2049,2082,2082,@mention are you around #sxsw? Need a US sim for my iphone 3GS for the next 10. Wanna bring one in? #please,,No emotion toward brand or product,are you around Need a US sim for my iphone 3GS for the next 10. Wanna bring one in?,NEU,1,NEU,0.814373254776001
2050,2083,2083,"@mention Are you at #sxsw ?  || No, just watching from afar.  Couldn't help noticing buzz generated by  a shirt + arduino + android !",,No emotion toward brand or product,"Are you at ? || No, just watching from afar. Couldn't help noticing buzz generated by a shirt + arduino + android !",NEU,1,POS,0.6923621892929077
2051,2084,2084,@mention are you in Texas? HOW IS IT?  #Apple #SXSW,,No emotion toward brand or product,are you in Texas? HOW IS IT?,NEU,1,NEU,0.8831838965415955
2052,2085,2085,@mention are you really coming to the Team Android Party? #sxsw,,No emotion toward brand or product,are you really coming to the Team Android Party?,NEU,1,NEU,0.9037401080131531
2053,2086,2086,Tried Square?? It's a credit card reader for iPhone and Android. Amazingly simple. #SXSW impressed. {link},iPad or iPhone App,Positive emotion,Tried Square?? It's a credit card reader for iPhone and Android. Amazingly simple. impressed. {link},POS,2,POS,0.9801708459854126
2054,2087,2087,@mention arg. It won't load on me iPhone. Not via the app store or the site. Just trying to #sxsw it and am feelin so out of touch.,iPhone,Negative emotion,arg. It won't load on me iPhone. Not via the app store or the site. Just trying to it and am feelin so out of touch.,NEG,0,NEG,0.9192997813224792
2055,2088,2088,"had to charge the #iphone every 6hours here on #sxsw. running it on lowest possible screen brightness. apple, fix your basics!",iPhone,Negative emotion,"had to charge the every 6hours here on running it on lowest possible screen brightness. apple, fix your basics!",NEG,0,NEG,0.4352962374687195
2056,2089,2089,iPhone charging at #SXSW  {link},,No emotion toward brand or product,iPhone charging at {link},NEU,1,NEU,0.8252159357070923
2057,2090,2090,iPhone charging party in the hallway. UX and IA professionals unite! #sxsw,iPhone,Positive emotion,iPhone charging party in the hallway. UX and IA professionals unite!,POS,2,POS,0.8175702691078186
2058,2091,2091,We are gearing up for the #SXSW interactive trade show! We are across from Google:  {link},,No emotion toward brand or product,We are gearing up for the interactive trade show! We are across from Google: {link},NEU,1,POS,0.884580135345459
2059,2092,2092,iPhone sharing???? #sxsw #shareable,,No emotion toward brand or product,iPhone sharing????,NEU,1,NEU,0.7439038753509521
2060,2093,2093,Arrived early to get prime seats for presentation by Google's Marissa Mayer #SXSW -KEK,,No emotion toward brand or product,Arrived early to get prime seats for presentation by Google's Marissa Mayer -KEK,NEU,1,POS,0.7830838561058044
2061,2094,2094,The line around the Austin Apple pop-up store? Unbelievable. #SXSW #technology #junkies,,No emotion toward brand or product,The line around the Austin Apple pop-up store? Unbelievable.,NEU,1,POS,0.4387579560279846
2062,2096,2096,"Rachael Harris! That's who I saw. That was driving me nuts. Thank you, Google. #sxsw",Google,Positive emotion,"Rachael Harris! That's who I saw. That was driving me nuts. Thank you, Google.",POS,2,POS,0.415877103805542
2063,2097,2097,I go to bars and get free drinks because I have an iPhone. #doesdroid #SXSW,iPhone,Positive emotion,I go to bars and get free drinks because I have an iPhone.,POS,2,POS,0.8839349150657654
2064,2098,2098,"Thanks, Marshall Jones for the heads-up! Apple to open temporary store for #SXSW at 6th and Congress... {link}",,No emotion toward brand or product,"Thanks, Marshall Jones for the heads-up! Apple to open temporary store for at 6th and Congress... {link}",NEU,1,POS,0.9353736042976379
2065,2099,2099,Such a smart idea RT @mention w00t! @mention wrote about our #hollergram iPad app for #sxsw!  {link},iPad or iPhone App,Positive emotion,Such a smart idea RT w00t! wrote about our iPad app for {link},POS,2,POS,0.9648585915565491
2066,2100,2100,Google's Art Project puts famous artworks into 7 billion pixels- allowing you to zoom in &amp; get an entirely different view of art. #SxSW,Google,Positive emotion,Google's Art Project puts famous artworks into 7 billion pixels- allowing you to zoom in &amp; get an entirely different view of art.,POS,2,POS,0.9089269638061523
2067,2101,2101,Google's art project would be a great virtual field trip for kids! Museums around the world! #edtech #sxsw,Other Google product or service,Positive emotion,Google's art project would be a great virtual field trip for kids! Museums around the world!,POS,2,POS,0.9836509823799133
2068,2102,2102,Good CNN article on why #SXSW is important to social web innovators. {link} This is why I'm bringing Griddler iPad app there.,iPad or iPhone App,Positive emotion,Good CNN article on why is important to social web innovators. {link} This is why I'm bringing Griddler iPad app there.,POS,2,POS,0.9667473435401917
2069,2103,2103,Android party ... #SxSW (@mention Lustre Pearl Bar w/ 63 others) {link},,No emotion toward brand or product,Android party ... (@mention Lustre Pearl Bar w/ 63 others) {link},NEU,1,NEU,0.8532806634902954
2070,2104,2104,Android party #sxsw (@mention Lustre Pearl Bar w/ 19 others) {link},,No emotion toward brand or product,Android party (@mention Lustre Pearl Bar w/ 19 others) {link},NEU,1,NEU,0.8525630235671997
2071,2105,2105,Android party #sxsw (@mention Lustre Pearl Bar w/ 36 others) {link},Android,Positive emotion,Android party (@mention Lustre Pearl Bar w/ 36 others) {link},POS,2,NEU,0.8637052178382874
2072,2106,2106,"Day 3 - Party hangover, time confused, stumbling into &quot;iPad Interfaces &amp; New Navigation Structures.&quot; Bliss. #SXSW #fb",,No emotion toward brand or product,"Day 3 - Party hangover, time confused, stumbling into &quot;iPad Interfaces &amp; New Navigation Structures.&quot; Bliss.",NEU,1,NEU,0.5558508634567261
2073,2107,2107,"Chimpit party, plutopia, google, maybe a movie. #sxsw starts today for me :)",,No emotion toward brand or product,"Chimpit party, plutopia, google, maybe a movie. starts today for me :)",NEU,1,POS,0.9521421194076538
2074,2108,2108,I'm lazy as F. Is there a feed for listening to #SXSW bands on iPhone? I'm woefully unprepared for music @mention spreadsheet notwithstanding,,No emotion toward brand or product,I'm lazy as F. Is there a feed for listening to bands on iPhone? I'm woefully unprepared for music spreadsheet notwithstanding,NEU,1,NEG,0.7591804265975952
2075,2109,2109,&quot;ideas not objects&quot; Robert burner hired Ives at apple. #sxsw,,No emotion toward brand or product,&quot;ideas not objects&quot; Robert burner hired Ives at apple.,NEU,1,NEU,0.7814479470252991
2076,2110,2110,OH at Texas Social Media Awards: 'You don't need to ask your mother anymore. Just Google it.' #sxswi #sxsw,,No emotion toward brand or product,OH at Texas Social Media Awards: 'You don't need to ask your mother anymore. Just Google it.',NEU,1,NEU,0.6528363823890686
2077,2111,2111,#sxsw Kawasaki says key to enchantment is likability of @mention trustworthiness of @mention &amp; product of @mention,,No emotion toward brand or product,Kawasaki says key to enchantment is likability of trustworthiness of &amp; product of,NEU,1,NEU,0.8629149794578552
2078,2112,2112,Apple = case study of great #mktg. At #SXSW they just showed everyone up again with buzz about the &quot;pop-up store&quot;: {link},Apple,Positive emotion,Apple = case study of great At they just showed everyone up again with buzz about the &quot;pop-up store&quot;: {link},POS,2,POS,0.9446399807929993
2079,2113,2113,RT SteveCase: Google to Launch Major New Social Network Called Circles {link} #sxsw,,No emotion toward brand or product,RT SteveCase: Google to Launch Major New Social Network Called Circles {link},NEU,1,NEU,0.7238828539848328
2080,2114,2114,Google quash Circles rumours RT @mention We're not launching any products at #SXSW but we're doing plenty else {link},,No emotion toward brand or product,Google quash Circles rumours RT We're not launching any products at but we're doing plenty else {link},NEU,1,NEU,0.5903007388114929
2081,2115,2115,Is the Flash discussion still relevant? #SXSW #tapworthy iPad design headaches,,Negative emotion,Is the Flash discussion still relevant? iPad design headaches,NEG,0,NEG,0.4887580871582031
2082,2117,2117,"Got my flask &amp; my iPad . Yes,  I'm sitting on 9th st waiting for AICN screening. #sxsw #prepared # ILoveaSurprise {link}",iPad,Positive emotion,"Got my flask &amp; my iPad . Yes, I'm sitting on 9th st waiting for AICN screening. ILoveaSurprise {link}",POS,2,POS,0.8910843133926392
2083,2118,2118,"Guy just asked Google's Mayer: it can take a year to remove deadly routes from Google Maps, such as through Death Valley #SXSW",Other Google product or service,Negative emotion,"Guy just asked Google's Mayer: it can take a year to remove deadly routes from Google Maps, such as through Death Valley",NEG,0,NEU,0.5047255754470825
2084,2119,2119,"Like you asserted, corporate is the new indie. RT @mention Well damn, Apple setting up a &quot;pop-up&quot; shop at #SXSW {link}",,No emotion toward brand or product,"Like you asserted, corporate is the new indie. RT Well damn, Apple setting up a &quot;pop-up&quot; shop at {link}",NEU,1,NEU,0.46854937076568604
2085,2120,2120,Can't be at  #SXSW ? well this is a nice (free) booby prize... Featured Artists - {link} #iTunes #free via  @mention,,No emotion toward brand or product,Can't be at ? well this is a nice (free) booby prize... Featured Artists - {link} via,NEU,1,POS,0.866773784160614
2086,2121,2121,@mention at #cnngrill #sxsw rockin the #iphone couldn't be cooler {link},iPhone,Positive emotion,at rockin the couldn't be cooler {link},POS,2,POS,0.7078777551651001
2087,2122,2122,@mention at #SXSW also known as hershel by my iPhone autocorrect. {link},,No emotion toward brand or product,at also known as hershel by my iPhone autocorrect. {link},NEU,1,NEU,0.6004964113235474
2088,2123,2123,"NYT, WSJ at #SXSW ask: Is there a future for branded, native news apps on the iPad? {link} / no there is NOT!!",iPad or iPhone App,Negative emotion,"NYT, WSJ at ask: Is there a future for branded, native news apps on the iPad? {link} / no there is NOT!!",NEG,0,NEU,0.46903228759765625
2089,2124,2124,"@mention at #SXSW, 9 out of 10 attendees have MAC or iPad.",iPad,Positive emotion,at 9 out of 10 attendees have MAC or iPad.,POS,2,NEU,0.6937909126281738
2090,2125,2125,"Startups at #SXSW, @mention is giving away free hosting. Fill out this and @mention me for a chance to win. {link}",,No emotion toward brand or product,Startups at is giving away free hosting. Fill out this and me for a chance to win. {link},NEU,1,POS,0.6790986061096191
2091,2126,2126,@mention at #sxsw: &quot;apple comes up with cool technology no one's ever heard of because they don't go to conferences&quot; (via @mention,Apple,Positive emotion,at &quot;apple comes up with cool technology no one's ever heard of because they don't go to conferences&quot; (via,POS,2,POS,0.6126066446304321
2092,2127,2127,@mention at #sxsw: &quot;apple comes up with cool technology no one's ever heard of because they don't go to conferences&quot; /via @mention,Apple,Positive emotion,at &quot;apple comes up with cool technology no one's ever heard of because they don't go to conferences&quot; /via,POS,2,POS,0.6047950387001038
2093,2128,2128,@mention at #sxsw: &quot;apple comes up with cool technology no one's ever heard of because they don't go to conferences&quot;Û,Apple,Positive emotion,at &quot;apple comes up with cool technology no one's ever heard of because they don't go to conferences&quot;Û,POS,2,POS,0.5010257363319397
2094,2129,2129,@mention at #sxsw: Google Will Connect the Digital &amp; Physical Worlds Through Mobile {link} and {link},Google,Positive emotion,at Google Will Connect the Digital &amp; Physical Worlds Through Mobile {link} and {link},POS,2,POS,0.6429795026779175
